date,high,low,open,volume,rsi,macd,macd_hist,sma_20,news_sentiment,twitter_sentiment,news_heat,neutral_news_count,return_5d,return
2018-02-20,-1.3463082747956925,-1.3404832071373372,-1.3503110436801955,1.112960002755981,0.0682104145891389,-0.3226221123460686,0.1748825320606171,-1.3525587224938769,-0.0591411371279942,-0.1808854604220605,-0.7719592468187153,-0.3664765282172172,0.5022806233154632,0.0305413238570118
2018-02-21,-1.341289442791988,-1.3399737227146638,-1.3391949265232217,0.7464247594760869,-0.117252790468778,-0.3063822457845133,0.1779224467267716,-1.3542188946086802,-0.0721813359759306,0.3770710509210586,-0.9337226202374486,0.258360859813434,0.4793234578775665,0.0131777935807426
2018-02-22,-1.350825054125908,-1.341671596446947,-1.3469424661480407,0.1931833032780113,-0.0872015969430329,-0.2911440895730051,0.1778042290974425,-1.3553597314962065,-0.0700079695012746,0.1406848953520272,-0.5023967613537382,0.258360859813434,-0.0662504666369111,0.0150124005479481
2018-02-23,-1.3376088439366045,-1.331824513127369,-1.3402052511008546,0.1013016660596065,0.4049590110691725,-0.2334370255313958,0.2858267950568723,-1.3552064800942625,-0.0678346030266185,0.0789263502033613,-0.340633387935005,-0.0804063987574009,-0.4028358631463254,0.0324502077105728
2018-02-26,-1.3197087863876558,-1.309754031313105,-1.3210049523792111,0.1649620721566469,0.7266987505748426,-0.1539715495197421,0.4276373077370308,-1.3550617457746237,-0.0765280689252428,0.0065197800290634,-0.2328342758887612,-0.757940915899071,-0.5637038219475158,0.021118355672858
2018-02-27,-1.3138539485510612,-1.308396131831319,-1.3073629456312303,0.473722786302244,0.3857933042283525,-0.1165963628029569,0.4339324630532684,-1.354976602991346,-0.0613145036026502,-0.0616275801349816,0.0368576202749509,0.0024033755599142,-0.1952047626576264,0.0203561514651229
2018-02-28,-1.3200436718349926,-1.3168846965269725,-1.313089225127561,0.8518748920086054,0.1552670003055487,-0.1057145130199222,0.371521978331551,-1.35478079071268,-0.083048168349211,-0.0339427150683382,0.5221477405311507,0.4239804084480645,0.1887527392698966,0.0022424717941547
2018-03-01,-1.3325904625665272,-1.3445577489684115,-1.3252157704577747,1.8206902400761689,-0.3377288768123309,-0.1367688651617727,0.2148326106072206,-1.3559812051166786,-0.0700079695012746,-0.0318131100632118,0.5759825912049049,0.4239804084480645,0.8366565092587585,-0.0089325491889743
2018-03-02,-1.3454715867968623,-1.3518577819389035,-1.3597425788743966,1.4658802832720554,-0.0981357079263378,-0.142093566963959,0.154983535766429,-1.3566878110055118,-0.0721813359759306,-0.0403315300837175,-0.7181243961449608,0.1303821176866741,1.1256364332028128,-0.0142735498198979
2018-03-05,-1.332423185917264,-1.333013233872218,-1.3415529892883469,0.1791656226167409,0.1479200425155396,-0.1255548974478047,0.1627639408074447,-1.3550787518994574,-0.0700079695012746,0.0384638551059596,-0.6641601347724715,-1.284912207009259,0.9058722755335896,-0.002038958650662
2018-03-06,-1.328240762136676,-1.3158659770240595,-1.3179734193820345,0.0650105878393228,0.2011806932617387,-0.1098402875264211,0.1668903779112027,-1.3509751795850178,-0.0895682677731793,0.0065197800290634,0.9534735994148608,0.0400441820677848,0.4816178063813088,0.0107088705337508
2018-03-07,-1.326233008979018,-1.3194309757485836,-1.3306050207908229,0.2133811547501624,0.3390273092034009,-0.0873831004531007,0.1873567478828298,-1.3481060619640213,-0.0656612365519624,0.0214270150649483,1.0074378607873504,-0.0578219148526786,0.2858603619309454,0.0322200183724878
2018-03-08,-1.3213813126797664,-1.3065280739035872,-1.3120781297864397,-0.3265396325322307,0.4483259509831649,-0.0625313737484667,0.2098258512672582,-1.3442663930220538,-0.0700079695012746,0.0107789900393163,-0.1788700145162717,0.4992620214638056,0.1708781031053005,0.0418144830975417
2018-03-09,-1.3004702741846568,-1.292437203832055,-1.302309808933338,0.4043159055915778,0.8830701396027074,-0.0028594334144041,0.3164462653507593,-1.3370297891992289,-0.0700079695012746,0.0256862250752011,-0.8259235081912047,-0.3664765282172172,-0.4252231031655037,0.0345180611530306
2018-03-12,-1.2921060566352591,-1.2766486388420788,-1.2849624562236257,0.5845631430006434,0.950156349406174,0.0475530574485573,0.3781699349570038,-1.3308999784695132,-0.0634878700773063,0.0256862250752011,0.0906924709487051,-1.028954722755739,-1.1074811653409646,0.0204323264653987
2018-03-13,-1.2865850211390533,-1.29107877964716,-1.2787303044322564,0.6315262455033749,0.4778375008182963,0.0562518311365125,0.3213542912947655,-1.3264303048048791,-0.6611636506077279,0.0129085950444427,0.2524558443674384,0.0400441820677848,-0.782817484359585,0.0139329549180198
2018-03-14,-1.3034817556374256,-1.293965340539185,-1.292541542753868,0.6426784334327835,0.4434513074058404,0.0568424811520535,0.2552601543518856,-1.3221479508714118,-0.7307113777967225,-0.1808854604220605,0.7377459646236381,0.0626286659725071,-0.9348144346674526,0.0101154121238593
2018-03-15,-1.3038161517591649,-1.293116295598692,-1.299109819894388,0.2740366657662233,0.4593287556999685,0.0543651272901524,0.1945743353712998,-1.3188446478163602,-0.3069049152387871,-0.0957012602170041,-0.1249057531437822,0.4465648923527868,-1.7080192350567354,-0.0096758312195174
2018-03-16,-1.304499707917492,-1.2901032455216317,-1.2967795373682358,0.382600117429035,0.4121452150904438,0.0458190604340762,0.1305759800104663,-1.316675550241542,-0.1113019325197401,-0.0403315300837175,-0.6641601347724715,0.055100504670933,-2.4400209708287104,-0.0323275809382741
2018-03-19,-1.3209453862841127,-1.3216093071196884,-1.3109713327306454,1.5700138380629078,-0.4026501288924751,-0.0105500084964076,-0.0423702715618123,-1.315599884806027,-0.0656612365519624,0.0065197800290634,0.2524558443674384,-1.3150248522155552,-0.8003628083927494,-0.0215483745762258
2018-03-20,-1.3311821715776035,-1.319054830186287,-1.3261770722237771,-0.054116464056623,-0.4187055382086456,-0.0591929043834557,-0.1610580188696846,-1.3146009256858435,-0.0656612365519624,0.238646725587842,0.5759825912049049,0.1680229241945447,-1.7325021125858109,-0.0265948475565666
2018-03-21,-1.3273223680887531,-1.3226311788904377,-1.326345909317109,0.1860737834730134,-0.642109436525551,-0.1137683837720148,-0.2711113590886022,-1.3135860294573298,-0.0352341059067773,0.217350675536578,-0.2866691265625155,-0.0728782374558268,-1.751064099381316,-0.052266133233884
2018-03-22,-1.3496416220867995,-1.3502204251137964,-1.3445926018527554,1.7755083898121622,-1.4326381706785691,-0.2165927858199693,-0.4819859051117413,-1.3141337865037075,-0.0721813359759306,0.0256862250752011,0.1986209936936842,-0.1331035278684197,-0.416559003300792,-0.076569429935914
2018-03-23,-1.369611618882054,-1.37985336723146,-1.360980952633835,1.7376683966016828,-2.008959119722312,-0.3563776058450929,-0.7447791951790498,-1.317376558689864,-0.0939150007224914,0.0682783251777293,-0.7719592468187153,-0.3213075604077725,-0.3305866839979179,-0.0221308994458718
2018-03-26,-1.3588712463567942,-1.372530015685728,-1.3679077385090468,2.3843404050083588,-0.8193089097519086,-0.3849175019510917,-0.6718070381916902,-1.319446444523226,-0.0439275718054016,0.2067026505109459,0.7377459646236381,-1.0816518518667575,-1.140490594442665,-0.05307899283193
2018-03-27,-1.3528300755313234,-1.3827483830058065,-1.3418893931895597,3.100372826675995,-1.4619273311783447,-0.4771248452868691,-0.7755135916966817,-1.3227479880822623,0.3146778965128513,3.8121239241899567,1.2230360848798378,0.1981355694008411,0.2439812988518366,-0.0536952720706597
2018-03-28,-1.3857218097424406,-1.388028000672113,-1.387506321970965,2.6453635591561264,-1.5747513468210808,-0.5617298087730256,-0.83912473266455,-1.3259996033131336,-0.1439024296395812,0.2194802805417044,0.4681834791586611,0.2809453437181564,0.5751801892251525,-0.0093881731725784
2018-03-29,-1.3712895348104135,-1.3813858442903202,-1.384464953570787,1.231684336754476,-1.0496922806551034,-0.5833101056223223,-0.7295657540672464,-1.3272045566560564,-0.1308622307916448,-0.427919641016724,0.7377459646236381,-0.1029908826621233,-0.764544851207049,-0.0065337936239071
2018-04-02,-1.381694157729633,-1.398586689901322,-1.3751726843318552,2.5223951980844954,-1.4767163713503737,-0.6486625166572653,-0.7533534076865205,-1.3302866784440768,-0.1156486654690522,-0.0509795551093495,-0.8259235081912047,-1.3074966909139811,0.1916435982038966,-0.0334235318222938
