date,sig1,sig2,sig3,sig4,sig7,news_sent,news_heat,rsi,macd,sma_20,return
2015-03-04,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,0.5051451136391074,0.6336992559732061,0.7369430733560162,0.07421774818572348,-1.2255487131835183,0.25818348
2015-03-05,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,0.5051451136391074,0.7065747981988892,0.6450887211744256,0.08021786798863809,-1.2220726834542666,-0.2092421
2015-03-06,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,0.5051451136391074,0.05121920264418579,-0.06790212268368365,0.0501514002215678,-1.2200787575320795,-1.7903209
2015-03-09,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.5051451136391074,-0.7498874773618838,0.21649088737489852,0.039521506620054006,-1.2176329167289992,1.001811
2015-03-10,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.5051451136391074,-0.16723266254071534,-0.5856834688370421,-0.01494896667735573,-1.216635965268453,-2.5040686
2015-03-11,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,1.5628071361949722,1.798834124123395,-0.44759374408525926,-0.05304152519849289,-1.2153930940717577,0.46697855
2015-03-12,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,3.7304906873738233,0.779275578932424,0.060669885026676466,-0.05446766098529126,-1.2141967717815663,1.8758297
2015-03-13,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,4.3787013724847945,0.26967106782908695,-0.1280497500242768,-0.06844484221032322,-1.2133128016952157,-0.602901
2015-03-16,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,1.1407895172939686,-0.3856845277256165,0.22658613699880756,-0.05850931944993953,-1.2118638831589852,1.3934374
2015-03-17,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,3.0477227282585524,0.9250266633837904,0.09692974550877284,-0.059961456295391034,-1.2108602879208754,-0.3880322
2015-03-18,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,2.109440379535726,0.12391998337772064,0.1577793030638375,-0.05985679163264113,-1.2092784734862503,0.22723675
2015-03-19,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.3648882032612508,0.34237184856262176,-0.15321279285574693,-0.07752913693348965,-1.2079691521287137,-0.8906841
2015-03-20,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-0.6593303012936863,-0.5314356121769825,0.1046707351156514,-0.07864500950614434,-1.2066731315961665,0.898695
2015-03-23,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.20460154881382697,-0.0945318818071805,-0.23610054246485995,-0.09871121128766572,-1.2054834371597043,-0.9878576
2015-03-24,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,1.070627779164025,-0.3856845277256165,-0.5831338550087941,-0.13532393971245213,-1.205722727272809,-1.1122048
2015-03-25,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,3.0110710740115674,-0.6770119351362007,-0.968625470676326,-0.1891619048560845,-1.206739605642759,-1.4058828
2015-03-26,-0.1291712266110556,-0.8030386203632058,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,1.070627779164025,-0.6770119351362007,-0.9991284376405829,-0.23440989482509683,-1.2080954529057055,-0.11742711
2015-03-27,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,2.0110045081295365,0.1967955256034038,-0.9928468745493358,-0.2702087413434084,-1.2092452820228132,0.016796589
2015-03-30,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,2.263377327373065,0.4152473907883049,-0.20341985650459488,-0.259653994750769,-1.209783637669289,2.3677588
2015-03-31,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,1.3240477885288957,0.7065747981988892,-0.4026682318329606,-0.26218192408440044,-1.2107074739596517,-0.6233573
2015-04-01,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,1.11984571486712,1.4346311744871274,-0.5235092048939866,-0.2708441377031461,-1.2118915410899775,-0.3796637
2015-04-02,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.0067491817621363,0.05121920264418579,-0.21499141468234131,-0.26204205697072414,-1.2126078349696887,0.95078945
2015-04-03,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.372218534110648,-2.060598668471291,-0.2149914146823419,-0.25545461416985277,-1.2125863997193067,0.0
2015-04-06,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.372218534110648,-0.8225882580954189,-0.24655160643157883,-0.2520633550608461,-1.2130038368448093,-0.082618
2015-04-07,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-2.540083759224709,-0.16723266254071534,-0.022320453361319603,-0.23929774094280873,-1.2121435012672988,0.62841177
2015-04-08,7.741662181555933,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,2.021476409342961,0.8521511211581072,0.0936352105082147,-0.22432152432122096,-1.2113354507152967,0.32868385
2015-04-09,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.784744876037539,0.9250266633837904,0.3305792055395278,-0.2016868123610117,-1.2109974195592137,0.68796873
2015-04-10,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,0.4423137063585609,-0.6770119351362007,0.4560120642520559,-0.1785757715022915,-1.2102596152332359,0.3741622
2015-04-13,-0.1291712266110556,-0.8030386203632058,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.1302510501985137,0.5608237137475229,0.6521794995884902,-0.15147471893411096,-1.2098392083126233,0.5996704
2015-04-14,7.741662181555933,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,3.1796686835477,3.182246095966337,1.0947498148064783,-0.10492837850022106,-1.208610288164154,1.5627503
2015-04-15,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,5.586111582392627,0.5608237137475229,1.5052472172946698,-0.03813482273318071,-1.2066916191678743,1.8559575
2015-04-16,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,2.7388016424625325,0.12391998337772064,1.1721260451864317,0.0002500655861327934,-1.2046750398219759,-0.622952
2015-04-17,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-2.4248928458770407,-0.895463800321102,0.45605422401561485,0.0001442644040541917,-1.203672969733336,-1.520139
2015-04-20,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.6310561680174404,-0.6770119351362007,0.6269033693782101,0.007849844320801236,-1.2019978690536628,0.63654184
2015-04-21,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,4.097007229843678,-0.16723266254071534,0.02746855043009862,-0.015270751903283227,-1.2004930162798804,-1.4705896
2015-04-22,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.5450049041321505,-0.3856845277256165,0.3147608573323203,-0.019047051404649268,-1.1980017553932214,1.0110736
2015-04-23,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.8852751276864131,-0.16723266254071534,0.22608026248517232,-0.02896339227063595,-1.1955576149017895,-0.22243261
2015-04-24,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-3.0123665039501493,-0.5314356121769825,0.09593557341222154,-0.04524040236272314,-1.1932539403226818,-0.31847358
2015-04-27,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.8865705576249958,-0.2401082047663985,-0.07448686420664927,-0.06797768247794002,-1.1920613450943913,-0.41533113
2015-04-28,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,1.0329289347956974,-0.6041363929105178,0.15371193089736007,-0.0766726079233892,-1.1903351970250033,0.6737232
2015-04-29,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.2381781985788156,0.34237184856262176,0.5610312237160454,-0.06262653438051745,-1.1878931487484763,1.3384342
2015-04-30,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.679045239663983,-0.7498874773618838,0.31897808056893273,-0.06362581095721735,-1.186059952702512,-0.53459406
2015-05-01,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.2706410923404312,-0.9683393425467849,0.4882596553479764,-0.05727904442375122,-1.183992591364139,0.55327415
2015-05-04,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-0.33889012416289954,-1.4052430729165872,0.9554675038029836,-0.024186812687207876,-1.181149122685517,1.7450094
2015-05-05,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,4.039411773169844,-0.16723266254071534,0.7183009731102157,-0.010147296704014692,-1.1787739845917131,-0.4944384
2015-05-06,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.4381915117552218,0.779275578932424,0.37638382227281314,-0.01562973833215073,-1.17685380548514,-0.74534416
2015-05-07,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,-1.013280562307431,-0.5314356121769825,0.6357472136689443,-0.00696774178528721,-1.174826572209389,0.90738535
2015-05-08,-0.1291712266110556,-0.8030386203632058,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.7323853699704169,-0.7498874773618838,1.0185484474996722,0.024038827295597875,-1.1722908696703083,1.5348792
2015-05-11,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.3847182496847267,0.12391998337772064,0.9884818126792533,0.043654533963054284,-1.1700294728714626,-0.06107688
2015-05-12,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.8056886784643877,0.1967955256034038,0.9169666718772526,0.05273623702986224,-1.168477272345485,-0.13750196
2015-05-13,-0.1291712266110556,-0.8030386203632058,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,2.949286856852363,0.26967106782908695,0.9839889415914936,0.060389355682665596,-1.1676008245015612,0.24479628
2015-05-14,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.5616933801915991,0.26967106782908695,1.198344306937453,0.0770901034213946,-1.1661021537141454,0.8089185
2015-05-15,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.5786966619503184,-0.2401082047663985,1.0455099338076765,0.08129025007367961,-1.1640682456978186,-0.25739074
2015-05-18,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.449644037207958,0.1967955256034038,1.265742786827756,0.09532503508089608,-1.1619406595331871,0.81967115
2015-05-19,7.741662181555933,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.5564574295848869,1.2890548515279094,1.4812736317908917,0.11829049212961708,-1.1587961233413506,0.888288
2015-05-20,7.741662181555933,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.6527989207483914,2.162862312267514,1.0034082830040667,0.11695232897770991,-1.156427674142641,-0.79092383
2015-05-21,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-0.8153616293737099,0.8521511211581072,1.07493242483256,0.11598703177624536,-1.1538518311557346,0.25571585
2015-05-22,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.7598605529425606,-0.8225882580954189,0.9095412064002252,0.10562555607965525,-1.151262602416722,-0.27006865
2015-05-25,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.35330254604445355,-2.2061749914305087,0.9095412064002252,0.09300887218486113,-1.1484994279036145,0.0
2015-05-26,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.8789919869583586,-0.895463800321102,0.2405475345508309,0.05826133271695047,-1.1465123439222633,-1.1132836
2015-05-27,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.8928536983530505,1.2890548515279094,0.6443134329999466,0.04758625606879552,-1.1445921772008951,1.1258125
2015-05-28,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.5815899924971054,1.3619303937535927,0.4178793213012972,0.02790307046803266,-1.1426251634434572,-0.40620565
2015-05-29,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-2.040574071344365,-0.16723266254071534,0.08069933678242526,-0.002770444938385033,-1.1411733060751275,-0.6344378
2015-06-01,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-1.039460315340992,-0.16723266254071534,0.2613051043424669,-0.021752268940149817,-1.140263391639295,0.4560709
2015-06-02,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.022457033582273,0.05121920264418579,0.21055063835122098,-0.0413338503407709,-1.1391795261214226,-0.09080768
2015-06-03,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.5648349505556264,0.34237184856262176,0.6102354165466349,-0.040655063731353955,-1.137319572725766,1.0299921
2015-06-04,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.0978547223189286,-0.31298374699208165,0.2877813423080164,-0.05320850959739908,-1.1360952182944746,-0.5547166
2015-06-05,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.35459797598303616,-0.7498874773618838,0.8528416618498541,-0.0355250628601277,-1.13480395014183,1.6432881
2015-06-08,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.406709242232918,-0.6041363929105178,0.42401874515045257,-0.039248669361576706,-1.1338405210066127,-0.78611374
2015-06-09,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.053872737222546,-0.5314356121769825,0.5706827102979691,-0.03697663082131703,-1.1326228466238413,0.43355227
2015-06-10,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,1.046542406373149,-0.0945318818071805,1.0451172610428952,-0.008139822415403133,-1.1307896417313024,1.6076207
2015-06-11,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.449644037207958,-0.8225882580954189,1.1450654326047627,0.018456243266199976,-1.1291370785852126,0.3808856
2015-06-12,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.2308478677294186,-0.8225882580954189,0.9145507486531994,0.028306061061145298,-1.1275514185445863,-0.39404035
2015-06-15,-0.1291712266110556,-0.8030386203632058,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.41089800271828775,-1.0410401232803201,0.6947888431124098,0.025199648672839196,-1.1265010143106775,-0.38095713
2015-06-16,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.6360438788069124,-0.6041363929105178,0.8736058800475284,0.029714985395086317,-1.1255911042981324,0.55891275
2015-06-17,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.5501742888568323,1.0706029863430084,0.6714893618086129,0.023244612949437603,-1.1244804893924845,-0.33640862
2015-06-18,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.29675427949196176,0.12391998337772064,0.9753907651392858,0.03235201971804574,-1.1230554097209686,0.9392381
2015-06-19,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.7198190885143076,-1.113915665506003,0.39318066054899786,0.016424515916734654,-1.1219782330981907,-1.0177314
2015-06-22,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.23811163269678506,-0.3856845277256165,0.8059698772339473,0.024851777334885,-1.1203122815460227,1.2925982
2015-06-23,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,1.883247313325759,-0.3856845277256165,1.1160612888931636,0.04976940550954029,-1.1176226954948427,1.1455894
2015-06-24,-0.1291712266110556,-0.8030386203632058,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.4643046989067522,-0.7498874773618838,0.5709081503153738,0.045198622564420074,-1.1159166123414235,-1.046598
2015-06-25,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,-0.4907326917575534,-0.2401082047663985,0.31627195058770113,0.02755336347089714,-1.1142774464479868,-0.53607225
2015-06-26,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.5912629434064276,-1.186791207731686,0.45763285395530295,0.018434245077188344,-1.1121565624483114,0.4369974
2015-06-29,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-0.6645662519003985,0.05121920264418579,-0.573488132073765,-0.040714383041491456,-1.1114072310355623,-2.538073
2015-06-30,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,-1.0195637030354858,0.1967955256034038,-0.28810291526370413,-0.07436732745786993,-1.1102430899299822,0.83334446
2015-07-01,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.7145831379075954,-0.5314356121769825,0.0634951615948578,-0.08226035959212857,-1.1090288232477667,1.1068344
2015-07-02,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.9606728164230689,-0.6041363929105178,-0.23334748217182794,-0.1061442428323087,-1.1079374080630862,-0.8079946
2015-07-03,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.9627671966657538,-1.5508193958758054,-0.23334748217182852,-0.12694207453006742,-1.1075752522979267,0.0
2015-07-06,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.8580481845315097,0.6336992559732061,-0.341547692427713,-0.15038498783255802,-1.1069864525981277,-0.28138757
2015-07-07,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.28757780821712,0.4152473907883049,-0.6354224099944246,-0.18511694471341356,-1.1069485892586173,-0.78716874
2015-07-08,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.8632841351382219,1.5075067167128107,-1.2680259529625293,-0.25172984879474547,-1.1085558933287871,-2.0509005
2015-07-09,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-4.4836686244362784,-0.6770119351362007,-0.866582030848504,-0.28537695521329975,-1.1098792081981081,1.0392785
2015-07-10,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-3.3118628786540873,-0.9683393425467849,-0.37750943953089294,-0.2855609146461999,-1.1103888788262748,1.4218807
2015-07-13,-0.1291712266110556,-0.8030386203632058,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.7648482637320326,0.12391998337772064,0.08239663171175376,-0.25673496764403886,-1.1100242141725443,1.5510678
2015-07-14,7.741662181555933,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,2.280132369314544,2.089986770041831,0.44238072306651915,-0.20801979411611288,-1.1092740379119157,1.3952136
2015-07-15,7.741662181555933,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,5.175613054826391,0.6336992559732061,0.49645244125748694,-0.16659336653428913,-1.1082689714884413,0.21727085
2015-07-16,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,2.240339144703531,-0.7498874773618838,0.6315942053128728,-0.12521225446343723,-1.1074429323115418,0.53474903
2015-07-17,-0.1291712266110556,-0.8030386203632058,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,2.240339144703531,-0.895463800321102,0.41903660730617875,-0.10442194868931172,-1.1063842503377312,-0.50315857
2015-07-20,7.741662181555933,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.6622236318404734,0.6336992559732061,0.4396924350258985,-0.08884361644316087,-1.1058806741148424,0.07225275
2015-07-21,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.5284315361258812,0.26967106782908695,0.33428895540584935,-0.08338445017018302,-1.1060133975050317,-0.23102164
2015-07-22,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-2.7411442625224574,0.7065747981988892,0.7468674470607178,-0.05411491193117439,-1.1049977435010134,1.4182448
2015-07-23,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-0.6624718716577136,-0.5314356121769825,0.4519837385207711,-0.04613541185962484,-1.1040308580090794,-0.62785745
2015-07-24,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,2.3293503050176385,-1.3323675306909042,0.0010769706855132436,-0.06301553862342868,-1.1037562886409198,-1.048243
2015-07-27,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.2799992375504827,-0.9683393425467849,-0.48290688293571277,-0.10392264885386841,-1.102916950408346,-1.306051
2015-07-28,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.7588133628212181,-1.0410401232803201,-0.46148227861480723,-0.13696755772506877,-1.1024253515628786,0.058817863
2015-07-29,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.7588133628212181,-0.9683393425467849,-0.007302429185452361,-0.13976570442489372,-1.1018394765406596,1.307857
2015-07-30,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,-0.7588133628212181,-0.7498874773618838,0.04092804586680815,-0.14087005016658757,-1.10081585177288,0.14505386
2015-07-31,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.5669293307983113,-1.4052430729165872,-0.2619316352166347,-0.15765164578591231,-1.1001356846500752,-0.7387042
2015-08-03,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,0.5889203233465026,-0.4585600699512996,-0.2619316352166347,-0.17229802817441442,-1.0993275677487633,0.0
2015-08-04,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-1.808097864406343,-0.4585600699512996,-0.3063966706113163,-0.18705738791517887,-1.0982096880360113,-0.10214448
2015-08-05,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.575555091586291,-0.16723266254071534,-0.13905589824174353,-0.19225278320904943,-1.0959873877891828,0.394392
2015-08-06,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,4.025798301592392,-0.4585600699512996,-0.4614123859933569,-0.2108164431155963,-1.0945462630852207,-0.6983876
2015-08-07,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,1.705224992697544,-1.113915665506003,-0.5908258378772675,-0.23183211347849897,-1.0938728343983284,-0.29303432
2015-08-10,-0.1291712266110556,-0.8030386203632058,0.8672235451809953,-0.16538158245603196,2.995147590839071,0.8507178536821127,-0.6770119351362007,-0.04730944637810931,-0.22551851530145156,-1.0933340903872255,1.2343764
2015-08-11,-0.1291712266110556,1.2452701210655481,-1.1531052236263872,-0.16538158245603196,-0.33387336338903306,0.8287268611339214,-0.7498874773618838,-0.47718894835986786,-0.2397074680120612,-1.0938795639876662,-0.95804334
2015-08-12,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,-0.33387336338903306,0.1941296476004026,-2.060598668471291,-1.0177653695456923,-0.2790033571282706,-1.0951927344898338,-1.4509797
2015-08-13,-0.1291712266110556,1.2452701210655481,0.8672235451809953,-0.16538158245603196,2.995147590839071,-0.3231822723427629,-0.6041363929105178,-0.8125174798636425,-0.30125885564620597,-1.0965463099524095,0.46104193
