,rsi,macd_signal,macd_hist,JPM US Equity_news_sentiment,V US Equity_twitter_sentiment,V US Equity_news_heat,V US Equity_neutral_news_count,return
2018-03-14,-0.3260101100583498,-0.10512135401167991,0.1923721416998266,0.09083837819797416,-0.3013563557917245,0.8697227020911249,-0.8345870767674243,-0.0017240166335847906
2018-03-15,-0.31465090137165513,-0.09904523929455862,0.06331025484880243,0.16012620452957532,0.06281117890316222,-1.0753605562503914,-0.2989028149803505,-0.024407644570867193
2018-03-16,-0.2842698629649454,-0.09980470412488796,-0.01539707062642563,-0.13187249215360103,0.26267416932493504,-0.2829768608744652,-0.3754291380927896,-0.028232376806444193
2018-03-19,-0.5476598235448884,-0.11205477111637824,-0.14770400348073698,0.1873464220169901,-0.1603487245125596,-0.7152175849503579,-0.7580607536549852,-0.014876283389852696
2018-03-20,-0.45193471111559425,-0.12884152913089691,-0.19994109829491624,0.19600740030844022,0.016217352915264285,-0.643119832174499,-0.5284817843176678,-0.003989477925173013
2018-03-21,-0.46560381213114205,-0.14817090210546444,-0.22921768293994216,0.03516066061008036,0.2283418764917471,0.6536023400531786,0.007202477469406009,-0.041081634638026054
2018-03-22,-1.6044004452157898,-0.2032690075986208,-0.6410717550978645,0.3729388139766361,0.05422810569486524,0.005241253939339838,-0.681534430542546,-0.07100815201418786
2018-03-23,-2.184116701228468,-0.30570029163073875,-1.1860830249078356,0.19477011769537592,-0.10026721205448062,-1.0753605562503914,-0.3754291380927896,-0.03384497660723751
2018-03-26,-1.1150823823020066,-0.4035620442166014,-1.1334677936296276,0.16754990020796115,0.4171694870742809,-0.06685649883651897,-0.2989028149803505,-0.05499492328692257
2018-03-27,-1.486618649432185,-0.5108744241756371,-1.2422857218596994,-0.0328898831084565,4.708706091222777,-0.13878135532274763,-0.5284817843176678,-0.05292444573538235
2018-03-28,-1.4304253747041746,-0.6162124562027502,-1.2195523684987355,0.015364138801051466,5.259248929869256,1.9503245122808561,-0.3754291380927896,-0.0032537029561902076
2018-03-29,-1.0204276135877262,-0.7017177201482995,-0.9911907319126267,0.09702479126329568,0.041966572540155234,0.36538422523937336,-0.2989028149803505,0.005219790923517653
2018-04-02,-1.4552047525258418,-0.7893855920144349,-1.0160917786050538,0.594412401715147,0.1314757645695382,0.5815045872773197,-0.8345870767674243,-0.013001187699206773
2018-04-03,-1.063634369625368,-0.8603451170657604,-0.8237058540792145,-0.9398180384845932,-0.4350070671780633,-0.9313379469883041,-0.5284817843176678,0.017311371000619635
2018-04-04,-0.7740630702121154,-0.9061228591234451,-0.5337537327749913,-0.15414357918875854,-0.11498105184013263,0.07733900671519864,-0.2989028149803505,0.023529292126120316
2018-04-05,-0.5607835486303618,-0.9249338402499309,-0.22324873244679988,0.14899066101199657,-0.1493133446733206,-0.13878135532274763,0.3133077699191625,-0.014508867963680006
2018-04-06,-1.0887031340207698,-0.9464034886064439,-0.25386158473700693,0.17744816111247563,0.338695674884137,0.07733900671519864,-0.06932384564303311,0.013353389365477142
2018-04-09,-0.9364670294273751,-0.9618488224656899,-0.18449545731356828,-0.09475401376167185,-0.9156591668426949,1.0858430641290713,-0.3754291380927896,0.014635880571008952
2018-04-10,-0.5365739887650902,-0.9575274950656287,0.04310500150563078,0.09331294342410278,0.19400958365855916,0.43748197801523236,-0.681534430542546,-0.007965059385247164
2018-04-11,-0.8091007703917973,-0.9502943515334341,0.07663270145337112,0.2417868569918196,-0.03160262638810469,1.5180837882049638,-0.3754291380927896,0.0014367843282716564
2018-04-12,-0.36020941433343157,-0.9241503048936573,0.29437965262067817,-3.6692634829044533,0.25899570937852207,-1.0753605562503914,-0.6050081074301069,0.01067370102325449
2018-04-13,-0.7101450935912699,-0.8998215439590385,0.27347779904197506,2.2387609944776106,-0.08432721895335764,0.7257000928290377,-0.6050081074301069,0.009516976366017227
2018-04-16,-0.5956885983367838,-0.8724369789701749,0.3086634277975725,3.31890871568275,-1.1277836904191778,0.8697227020911249,-0.2989028149803505,-0.005409018371425156
2018-04-17,-0.5956885983367838,-0.8431266936516529,0.3308368654276309,1.0336477293529758,-0.48527935311237436,0.941820454866984,-0.06932384564303311,0.0018245603464941418
2018-04-18,-0.7169266385996363,-0.8170574301156686,0.29351857302246953,0.10568576955474585,-0.008305713394155718,2.0943471215429432,0.08372880058184513,-0.00035858231011254293
2018-04-19,-0.27567827130701145,-0.7792047306001403,0.4291972999570982,0.114346747846196,0.23692494970004407,0.2934593687531451,0.5428867392564799,0.01529504443789964
2018-04-20,-0.2654402030144364,-0.7343873062529894,0.509391650759783,0.17621087849941133,0.048097339117510234,-0.06685649883651897,-0.3754291380927896,0.00978958092172344
2018-04-23,-0.29933918398635223,-0.6874127558600566,0.5342295771708331,1.151189577594085,0.08120347863522723,-0.13878135532274763,-0.7580607536549852,0.0032629813830808985
2018-04-24,-0.506535718283652,-0.6464651721960712,0.4648329109963371,0.1873464220169901,-0.02792416644169169,-0.7152175849503579,-0.6050081074301069,0.007286149158966193
2018-04-25,-0.5300291224338916,-0.6111706961869373,0.39974099288635945,0.1564143566903824,0.15354652424801615,2.9588285696947283,0.08372880058184513,-0.007535056432382614
2018-04-26,-0.5163507020504967,-0.5800891878930815,0.35123136486122886,0.174973595886347,1.487601331480463,3.391069293770621,1.8438342321679448,-0.0064562138637180855
2018-04-27,-0.4583485831618966,-0.551177858139776,0.3262431473231636,0.0994993564894243,1.3183921739454654,1.0858430641290713,-0.3754291380927896,-0.014362763370732279
2018-04-30,-0.7948070186875358,-0.5326796425718933,0.20634279919416684,-0.39046455828404114,-0.33936710857132546,-1.0032628034745328,-0.8345870767674243,-0.007589363387293768
2018-05-01,-0.7784231166645776,-0.520676211405562,0.13155951180268258,-0.07990662240490017,1.0192107649705415,-0.643119832174499,-0.7580607536549852,-0.01808341450815998
2018-05-02,-1.1791682496426144,-0.5229598359368628,-0.0329467945127242,0.15888892191651102,0.48828637937159886,0.941820454866984,-0.8345870767674243,-0.026753524143799723
2018-05-03,-1.4452517679743373,-0.5410198954187178,-0.21460235010568562,0.20095653076069744,-0.8310545880751959,-0.2829768608744652,-0.22237649186791136,-0.015523514428057217
2018-05-04,-0.8441040263348851,-0.5557797050527957,-0.17660208442003092,0.2430241396048839,-0.014436479971510697,-1.0753605562503914,-0.7580607536549852,0.0
2018-05-07,-0.5645868648807781,-0.5610324799912855,-0.06713466195853504,0.5709040320669252,-0.09291029216165464,-0.5710220793986401,-0.7580607536549852,0.006554961941664272
2018-05-08,-0.28329722629942805,-0.5530441667568904,0.08532799745973399,0.2591088135747199,0.09469116510540822,-0.06685649883651897,-0.14585016875547224,0.03314919986111953
2018-05-09,0.2542283732299601,-0.5229259648895049,0.3401395076288958,0.3123119659364851,-0.12233797173295861,0.5815045872773197,0.16025512369428424,0.05052007676281001
2018-05-10,0.5187703967882891,-0.47227575351857515,0.5765524618543567,0.37665066181582896,0.07262040542693024,-0.21087910809860644,0.16025512369428424,0.036303558894789756
2018-05-11,0.4847120494063899,-0.41153785608583865,0.6927057133302543,0.16754990020796115,0.04441887917109726,0.43748197801523236,1.0785710010435536,0.028779677380348367
2018-05-14,0.4485291539091651,-0.34792574685923955,0.7258004233799172,0.19848196553456884,-2.32083086637246,-0.9313379469883041,-0.681534430542546,0.019898915754074098
2018-05-15,0.353570242478335,-0.28724633032994273,0.6920323431398916,0.1898209872431187,0.25409109611663805,0.5095797307910914,-0.7580607536549852,0.006773730282646273
2018-05-16,0.4250996853309571,-0.22982378662505895,0.654531536128128,0.10568576955474585,-0.08064875900694465,0.1492638632014273,0.007202477469406009,-0.003535880688905979
2018-05-17,0.2992446062658761,-0.17945151008994395,0.5733522200267941,0.19477011769537592,-0.2976778958453115,-0.7871424414365863,-0.22237649186791136,-0.010969376400156938
2018-05-18,-0.1612014837557492,-0.14386316886265932,0.40312466287517035,0.1873464220169901,-0.7942699886110661,-0.4269994701365527,-0.8345870767674243,-0.003187033334341338
2018-05-21,0.17114471517210889,-0.11302081985488245,0.3484775986824912,0.1873464220169901,-0.19958563060763154,-1.3635786710641966,-0.5284817843176678,0.005320831101264689
2018-05-22,0.46086664434165714,-0.08078417905610455,0.3645319766675571,0.30241370503197057,-0.07083953248317665,-0.5710220793986401,-0.3754291380927896,-0.0028327889588939392
2018-05-23,0.09312644315156053,-0.05566246102362854,0.2826081927351052,0.09826207387636,-0.06716107253676365,-1.0753605562503914,-0.3754291380927896,-0.008516927128776053
2018-05-24,-0.3181993045073354,-0.043993721499643354,0.12770575165767825,-0.08733031808328601,-0.025471859810749686,1.1579408169049301,-0.681534430542546,-0.0035779417386295753
2018-05-25,-0.47792578912604267,-0.04478122507301622,-0.015719918814984468,0.082177399906524,0.07016809879598822,-0.4990972229124115,0.3898340930316016,-0.04369444505315956
2018-05-29,-1.6985964034797703,-0.08446860579028778,-0.46362711820572283,0.3902607705595364,-0.7881392220337111,-1.507601280326284,-0.681534430542546,-0.03281562111406955
2018-05-30,-0.8933901536689169,-0.13063527510207462,-0.5382319812925176,-0.37809173215339803,0.395098727395803,-0.643119832174499,-0.7580607536549852,-0.03480139636844415
2018-05-31,-1.1469941149907619,-0.18627882222972553,-0.6473521665766416,1.486493165734512,-0.08064875900694465,-0.8592401942124452,-0.681534430542546,-0.016463766239347866
2018-06-01,-0.7054359628943164,-0.23516203686502266,-0.5695112628020823,-5.953287186621164,0.01866965954620627,1.662106397467051,-0.2989028149803505,-0.010053721532289783
2018-06-04,-0.5784030253034461,-0.2742815445003033,-0.45708842295938534,-1.3246129311475927,-0.47424397327313533,0.36538422523937336,0.16025512369428424,0.01968790093608197
2018-06-05,-0.7317682475980521,-0.3091086676510743,-0.4076643616428694,0.114346747846196,0.25899570937852207,0.1492638632014273,0.4663604161440407,0.01970083417174462
2018-06-06,-0.05202717179344286,-0.3227556983127171,-0.16378914644491654,0.027736964931694523,0.04687118580203924,-0.13878135532274763,-0.06932384564303311,0.031641101310274866
2018-06-07,0.05794005737339335,-0.31924878088925956,0.03372759163806017,0.16136348714263965,0.26635262927134806,-0.13878135532274763,0.3898340930316016,0.021834102997147387
2018-06-08,0.10851625258540293,-0.30366860310859367,0.17274346086839845,0.16012620452957532,0.18174805050384912,0.36538422523937336,-0.3754291380927896,0.016321859362063318
2018-06-11,0.011432687151397376,-0.28316859858407745,0.2293921183994749,0.207142943826019,-0.1333733515721976,0.5095797307910914,-0.681534430542546,0.01821517296356978
2018-06-12,-0.10513551696563929,-0.2628667586245525,0.22711038020797839,-0.1244487964752152,-0.24863176322647149,-0.4269994701365527,0.08372880058184513,-0.0035779417386295753
2018-06-13,-0.27369450905775405,-0.246997242400057,0.17607500794687356,-0.745564668233497,-0.02915031975716268,-0.2829768608744652,-0.3754291380927896,-0.01604835739678767
2018-06-14,-0.6862668114348002,-0.24329812593312727,0.035940640665663784,0.1353805522682892,-0.10762413194730663,-0.4990972229124115,-0.681534430542546,-0.017485883563891802
2018-06-15,-0.6878251286785427,-0.2474422660336602,-0.05436944104075629,0.7663946849310855,-0.1566702645661466,-0.4990972229124115,-0.6050081074301069,-0.01717398091553568
2018-06-18,-0.7699033849038044,-0.25792097318548635,-0.12730792814193306,0.0994993564894243,0.26022186269399306,-0.2829768608744652,-0.8345870767674243,-0.017228142128971946
2018-06-19,-0.8875386014562003,-0.2740957582585543,-0.1928946213794712,-2.6546917401917223,-0.4950885796361423,0.36538422523937336,-0.2989028149803505,-0.016223740372228512
2018-06-20,-1.0066426488401088,-0.2952310376636822,-0.2500115401719796,0.10816033478087446,-0.7599376957778781,0.2934593687531451,0.007202477469406009,-0.009864964044942415
2018-06-21,-1.1434361642507784,-0.3208886581576511,-0.3020834046742598,0.1885837046300544,0.8009554748167037,-0.06685649883651897,-0.3754291380927896,-0.01456142190773091
2018-06-22,-1.3600885709588626,-0.3521560733142019,-0.36667660138743524,0.12919413920296768,-0.37124709477357143,-0.4990972229124115,-0.681534430542546,-0.023340677806670262
2018-06-25,-1.787015879245773,-0.39465280027743516,-0.4959749429685815,0.20343109598682604,-0.04386415954281469,0.6536023400531786,-0.3754291380927896,-0.02413168406705779
2018-06-26,-1.9065325492708463,-0.4445863942420334,-0.581605708806239,0.1898209872431187,-0.34181941520226744,2.022422265056715,0.16025512369428424,-0.03372429705893032
2018-06-27,-2.296593287663106,-0.5070313089114292,-0.7256655626930568,-0.07743205717877152,0.008860433022438271,-0.7152175849503579,-0.681534430542546,-0.022426355660952746
2018-06-28,-1.6998813821067162,-0.5658075305256782,-0.6834229091834751,0.1514652262381252,0.023574272808090276,2.2385426270946613,-0.681534430542546,-0.017731585098543667
2018-06-29,-1.699881382106717,-0.6184560645882173,-0.6128665071703039,0.546158379805639,-0.48037473985049034,0.8697227020911249,1.8438342321679448,-0.00224040896584754
2018-07-02,-1.3661455710899442,-0.6593278834883898,-0.4772651661458767,0.1873464220169901,-0.19958563060763154,-0.643119832174499,-0.7580607536549852,-0.007867914816669597
2018-07-03,-1.7139582163333995,-0.6976706364865695,-0.44814459023645214,0.5387346841272531,-0.12601643167937163,-0.9313379469883041,-0.7580607536549852,0.006828733551526911
2018-07-05,-1.557783623889972,-0.7293818794277829,-0.3717869943921396,0.3791252270419576,-0.5196116459455623,-0.21087910809860644,-0.4519554612052287,0.003008584235015377
2018-07-06,-1.2243528529268357,-0.7498452935969081,-0.2422754418004413,-0.14053347044505118,-0.5735623918262863,-0.5710220793986401,-0.4519554612052287,0.02594925481250998
2018-07-09,-0.0061958621080540725,-0.7408003742146075,0.09749414129655742,0.21704120473053343,0.04687118580203924,-0.7152175849503579,-0.7580607536549852,0.017215173802543893
2018-07-10,-0.19127444837605675,-0.7159031803191271,0.2800229409353275,2.261032081512768,-0.33936710857132546,0.005241253939339838,-0.5284817843176678,0.021525551170647583
2018-07-11,-0.42724159693564323,-0.6855948533982109,0.34232867598914357,0.006703160509601307,0.20872342344421113,-0.7152175849503579,-0.5284817843176678,0.021100344243633273
2018-07-12,-0.33287255290841783,-0.6508061688748682,0.39391712750400104,-0.4077865148669414,0.9689384790362306,-0.06685649883651897,-0.6050081074301069,0.011623529878439953
2018-07-13,-0.560058023922286,-0.618069840889022,0.3702855549553051,1.7661190362870454,0.22466341654533406,0.005241253939339838,-0.06932384564303311,0.006598359187877323
2018-07-16,0.27883131330714805,-0.5715595710358153,0.528883683776076,1.3800868610109818,0.352183361354318,-0.21087910809860644,-0.22237649186791136,0.01140567389392455
2018-07-17,0.3244469326143965,-0.5170996189049575,0.6204191894502257,1.2316129474432649,0.17806959055743615,0.941820454866984,-0.5284817843176678,0.03253236990926678
2018-07-18,0.9218721270051002,-0.445291213012017,0.8201755359700194,0.29375272674052044,0.06771579216504622,0.1492638632014273,0.16025512369428424,0.015129072956018952
2018-07-19,0.12161563458116322,-0.3798225414287265,0.7471775511945831,0.3308712051324496,0.23569879638457303,0.7257000928290377,-0.6050081074301069,0.021497120579204276
2018-07-20,0.19159381914082652,-0.31977924326518975,0.6847078471103895,0.17744816111247563,0.9628077124588756,-0.35490171736069387,-0.3754291380927896,0.01747999144781942
2018-07-23,0.6825140262576223,-0.25350187063229834,0.7564892264199616,0.16507533498183255,-0.07819645237600265,-1.0032628034745328,-0.8345870767674243,0.01927976894873762
2018-07-24,0.7769025015767361,-0.18410446333194885,0.7924144295956315,0.27148163970536293,0.8487754541200727,0.2934593687531451,-0.2989028149803505,0.005370521281934826
2018-07-25,0.8493548911016037,-0.11452350417690617,0.7945279117764229,0.27271892231842726,0.31172030194377504,2.742708207656782,0.007202477469406009,0.02035618840506581
2018-07-26,0.8272578909106268,-0.0490879345478921,0.7467964033678315,0.1873464220169901,1.617573582920389,1.878226759504997,1.5377289397181884,0.02068242804568876
2018-07-27,0.9076036416533908,0.011877315903220368,0.6953235378893685,0.344481313876157,0.7899200949774647,0.07733900671519864,-0.06932384564303311,0.0075160706332584315
2018-07-30,0.935469208420895,0.06693796225786623,0.6273357991472615,0.06238087809749511,0.8683939071676087,1.2298656733911584,-0.8345870767674243,-0.0024979957605372194
2018-07-31,0.4410544548394089,0.10808720816665289,0.46715492273323006,0.04505892151459482,-0.47056551332672236,1.2298656733911584,1.308149970380871,-0.004629422411208894
2018-08-01,0.4410544548394083,0.13757107905279556,0.332835592188643,0.2269394656350479,-0.48160089316596133,0.5815045872773197,1.6907815859430666,-0.00391879646343507
2018-08-02,0.4592030459908285,0.15767298121017193,0.2248082243250326,-0.8395981468263845,-0.10762413194730663,0.43748197801523236,2.456044817067458,-0.0003556497531392866
2018-08-03,0.7455982014789038,0.17524212316041005,0.1956451108552636,-0.09351673114860755,0.05300195237939424,-0.643119832174499,0.3898340930316016,0.004262979585203386
2018-08-06,0.9917926542263356,0.19433293387014994,0.21316615314410028,0.25787153096165555,0.31172030194377504,0.07733900671519864,-0.681534430542546,0.016100032415595322
2018-08-07,1.190567764315141,0.21670036331420803,0.25089432167611536,0.1514652262381252,-0.4497209069637154,0.5815045872773197,0.16025512369428424,0.018604440193617622
2018-08-08,1.294400673244148,0.2412327573448726,0.27582250387010826,0.1353805522682892,-0.6544885106473722,-0.5710220793986401,0.007202477469406009,0.012160140992217627
2018-08-09,0.7712493938923966,0.2591088011154611,0.19917888897832936,0.11187218262006736,-0.11007643857824864,0.5095797307910914,-0.5284817843176678,-0.005334156870835272
2018-08-10,-0.0737859567310715,0.25980432490405614,0.001356192501811631,0.9804445769912107,-0.5821454650345833,0.005241253939339838,0.16025512369428424,-0.020162753145873236
2018-08-13,-0.6287030836834062,0.23961068879614233,-0.23916912001419854,1.7784918624176884,-0.6790115769567923,-0.2829768608744652,-0.9876397229923025,-0.015492967827803517
2018-08-14,-0.11424165456306234,0.2149122334441864,-0.29103923168309603,-1.9989319552676397,0.6170324774960537,0.8697227020911249,-0.4519554612052287,-0.025640940990872108
2018-08-15,-0.5346462309868002,0.1803604240366653,-0.40449430001936715,0.07599098684120249,0.1277973046231252,-0.13878135532274763,-0.22237649186791136,-0.006713819291558232
2018-08-16,0.11428758710323143,0.1527544717467849,-0.32451719887269537,0.2566342483485913,0.1032742383137052,-1.0032628034745328,-0.3754291380927896,0.00715032420164019
2018-08-17,0.2091998950981121,0.13204725700054687,-0.2450826494762008,0.20095653076069744,0.09469116510540822,-1.219383165512479,-0.4519554612052287,0.020216642449212285
2018-08-20,0.35320912554383266,0.11888941856512099,-0.15815641091729538,-0.08733031808328601,-1.6439942362324682,-0.7871424414365863,-0.8345870767674243,0.014663731621963993
2018-08-21,0.5270353879476612,0.11398572034562245,-0.06311526685871124,-3.6915345699396114,-0.11375489852466161,0.6536023400531786,-0.5284817843176678,0.019105933435080047
2018-08-22,0.29553077268866,0.11039570409129638,-0.04798905944849572,0.08712653035878125,-0.0034011001322717086,-1.0032628034745328,-0.2989028149803505,0.0010670864822155401
2018-08-23,0.0037012326146419433,0.10271384987763892,-0.09510395582580448,0.2430241396048839,0.3068156886818911,-0.21087910809860644,-0.4519554612052287,0.0024851602690938446
2018-08-24,0.1893131241721434,0.09540835036809657,-0.09077047217817907,0.19600740030844022,-0.6238346777605972,-0.13878135532274763,-0.06932384564303311,0.012739002776497976
2018-08-27,0.7992561776415921,0.10055750241882616,0.05263687276311142,0.7923776198054361,-0.2425009966491165,-0.21087910809860644,-0.6050081074301069,0.007754637592868763
2018-08-28,0.725904612898133,0.11147673648501133,0.11907567580192634,-1.0981902129568246,-0.31116558231549246,-1.3635786710641966,-0.5284817843176678,0.010965363307491316
2018-08-29,0.70003495560563,0.12431186439269999,0.1411359677073049,0.2826171832229417,1.803948886871981,-1.1474583090262502,-0.6050081074301069,0.007818409451502806
2018-08-30,0.15204627756514025,0.1295573031883271,0.05374555303184231,0.1366178348813535,0.9125354265245645,-1.3635786710641966,-0.7580607536549852,0.0031869091980882835
2018-08-31,0.0807500702089917,0.1279384205709186,-0.025292716638192325,0.23807500915262664,-0.9696099127234189,-1.3635786710641966,-0.3754291380927896,-0.00524127171350719
2018-09-04,0.351960946097168,0.12590833837686938,-0.030027416701188775,0.15765163930344672,-0.12233797173295861,-0.7871424414365863,-0.9111133998798634,-0.00349767008031443
2018-09-05,0.39042563024502813,0.12356039418380096,-0.033687394269929935,-0.019279774364749126,0.8549062206974277,0.36538422523937336,-0.5284817843176678,-0.007697277731583685
2018-09-06,0.042720589806349296,0.11600323768086739,-0.09366814146129727,-0.26302444913841755,-1.0321437318124398,-0.7152175849503579,0.23678144680672336,-0.0010579108703540063
2018-09-07,-0.03648752585586154,0.10377582216484658,-0.14744318623182712,0.07599098684120249,-0.024245706495278695,-0.06685649883651897,0.4663604161440407,-0.0010590312310053696
2018-09-10,-0.11889674842433402,0.08748864456891382,-0.19418874937793867,-0.09970314421392903,-0.03773339296545969,-0.4269994701365527,-0.4519554612052287,-0.004917408134587187
2018-09-11,-0.04156404851374704,0.06976324333267855,-0.21074897450262062,0.16878718282102548,-0.4607562868029544,0.1492638632014273,-0.5284817843176678,-0.014741944994902223
2018-09-12,-0.7335615226969651,0.04274598586111029,-0.31773875465317714,0.13414326965522488,0.12289269136124119,-0.9313379469883041,0.08372880058184513,-0.01163632591238839
2018-09-13,-0.8289462773966436,0.009355106104341425,-0.39112693778748736,0.191058269856183,0.2859710823188841,-1.219383165512479,-0.7580607536549852,-0.0035298469196047844
2018-09-14,-0.27344596474466204,-0.02021464699055498,-0.34712910881478,0.2751934875445558,0.30068492210453607,0.07733900671519864,-0.6050081074301069,-0.006713819291558232
2018-09-17,-0.5788512752961444,-0.05031341979176182,-0.3532204322963296,-0.2692108622037391,0.5238448255202578,1.0137453113532122,-0.4519554612052287,-0.0028238775356838053
2018-09-18,-0.2120023310343913,-0.07495316798617363,-0.2903632563214641,0.1502279436250609,0.2577695560630511,2.814805960432641,1.920360555280384,0.023512623041059166
2018-09-19,0.7523921979469256,-0.0793409652637301,-0.05717499755622689,0.09331294342410278,-0.0034011001322717086,-0.21087910809860644,1.1550973241559928,0.03389229791110182
2018-09-20,1.1235481436559644,-0.06288035576565511,0.18288106884440036,0.8703264244284874,-0.2915471292679565,-0.35490171736069387,-0.2989028149803505,0.022582467476960355
2018-09-21,0.8205046152808596,-0.038343268280647096,0.2758765459942684,-0.024228904817006364,0.41962179370522296,-1.0753605562503914,-0.4519554612052287,0.015513616336104263
2018-09-24,0.05795323219453125,-0.021139305227998586,0.1914403094701359,0.2306513134742408,-0.5416824056240404,-0.7871424414365863,-0.9111133998798634,0.006569716492232924
2018-09-25,-0.173728254932686,-0.013590167708769772,0.08027117005915195,0.1390924001074821,-0.024245706495278695,0.797624949315266,-0.06932384564303311,-0.022134068112655392
2018-09-26,-0.805644782112556,-0.024319506038973305,-0.13019378582142457,0.2083802264390833,0.5128094456810188,0.005241253939339838,0.3898340930316016,-0.03403557657655887
2018-09-27,-0.9707437225937847,-0.0497593845992205,-0.29957624560631635,0.2096175090521476,0.6023186377104018,-0.06685649883651897,-0.22237649186791136,-0.0403617588746652
2018-09-28,-1.4072177954219336,-0.09317020491862414,-0.5065001431801253,-0.6564803200928669,0.7715277952453997,-0.8592401942124452,-0.3754291380927896,-0.025686230068546423
2018-10-01,-1.1600750474096515,-0.14223720357745026,-0.5716274182584898,0.03887250844927328,0.06526348553410424,0.7257000928290377,-0.2989028149803505,-0.021900405797092515
2018-10-02,-1.1600750474096515,-0.1924955393875376,-0.5853449034057469,0.09826207387636,0.24550802290834106,-0.643119832174499,-0.2989028149803505,-0.0007150096713033349
2018-10-03,-0.5847835238277226,-0.23231325496159036,-0.46512784070075586,0.1724990306602184,-0.6005377647666482,-0.35490171736069387,-0.5284817843176678,0.009687498755565294
2018-10-04,-0.21434762963013163,-0.2571872216985068,-0.2930601329987486,0.25539696573552695,0.18542651045026215,-0.4269994701365527,0.23678144680672336,0.015228316652408758
2018-10-05,-0.48369341052187953,-0.2760080379155568,-0.22336197722271617,0.3234475094540638,0.304363382050949,-0.35490171736069387,-0.5284817843176678,0.01805717625105463
2018-10-08,-0.1202557304698484,-0.28363582696577333,-0.0944814300565884,-0.5760569502436871,-0.018114939917923692,-0.8592401942124452,-0.14585016875547224,0.014084542462990512
2018-10-09,-0.33972998395241194,-0.28740660448984995,-0.050070409828929525,-0.20610944893745944,-0.6753331170103792,-0.5710220793986401,-0.3754291380927896,-0.02647592224191264
2018-10-10,-1.6058942629896236,-0.31741506889858895,-0.35218058893121795,-0.2877701013997036,0.5140355989964899,1.3019634261670174,-0.2989028149803505,-0.06183353930979829
2018-10-11,-2.3061030889324714,-0.389082676957484,-0.8318589769202787,-0.07372020933957862,-0.6569408172783142,-0.4990972229124115,-0.2989028149803505,-0.056071389545058636
2018-10-12,-2.24974070884456,-0.48176131691898105,-1.0737875676196977,0.7701065327702786,-0.34059326188679645,0.07733900671519864,-0.6050081074301069,-0.06669039666223797
2018-10-15,-2.3408797723049886,-0.586190667953937,-1.209089488196284,0.2108547916652119,0.5054525257881929,-0.4269994701365527,0.007202477469406009,-0.047364750083698115
