,rsi,macd_signal,macd_hist,sma_20,MSFT US Equity_news_heat,AAPL US Equity_news_heat,GOOGL US Equity_news_heat,return
2018-04-05,-0.7819589851928405,-0.5674596356044019,-0.35239345268489924,-1.338492484077512,-0.7181243961449608,-0.7349880595117676,-0.451131687743726,-0.02094151794967536
2018-04-06,-1.2678779936339428,-0.5968633541697883,-0.3653149804272525,-1.342706410463863,-1.0954859936561816,-1.3121403510235492,-1.4495627478189326,0.010805044552034904
2018-04-09,-1.0693094003038488,-0.6212677187620883,-0.3060307842412844,-1.3476085942138054,-1.2034145164011607,0.9440805642557615,-1.0814543266800938,0.025585116724243573
2018-04-10,-0.4920081305704187,-0.6293400976463598,-0.11236003197337524,-1.351340208390868,-0.9876868816099379,0.2095116538503016,-0.29355102800963406,0.005505481034964399
2018-04-11,-0.6217685162716198,-0.6288436039765632,-0.010747158725613451,-1.3547152652548484,-0.340633387935005,0.052095034956623404,-0.7662930072119098,0.013402295055756186
2018-04-12,-0.3463122561357557,-0.6167337390045545,0.12696851141242188,-1.3573645405232697,-0.39459764930749436,-0.5775714406180894,-0.7133459055412549,0.035441192593176796
2018-04-13,-0.42718486159202673,-0.5988946467271592,0.19490781664966736,-1.3602357611439142,-0.8798877695636941,-1.3121403510235492,-0.13597036827554213,0.03532116283444919
2018-04-16,-0.24182163530030082,-0.5741835163749462,0.27639899643372573,-1.3626099626920782,-0.8259235081912047,-0.8924046784054458,-0.7662930072119098,0.02918077266242669
2018-04-17,0.1754755933046447,-0.5371281673156971,0.4227813265367964,-1.3627465759920419,1.115236972833594,-0.47266900578734217,-0.0830232666048872,0.03254791442348215
2018-04-18,0.09737923121163929,-0.4950913315834706,0.48185364564211086,-1.3630113065394485,0.5221477405311507,-1.4695569699172275,-0.8709265652753468,0.00901700880662526
2018-04-19,-0.22496522258857513,-0.4570832189892183,0.4340795503937273,-1.3635664380503776,-0.4484324999812489,-0.15783576799998594,-0.9768207686166567,-0.0016588856573130917
2018-04-20,-0.5948618711468747,-0.42990195777210627,0.3056907256427464,-1.3634212480835326,0.036857620274950945,1.1540113672123709,-0.8192401088825648,-0.012868350681240148
2018-04-23,-0.687323888766706,-0.4124141541534658,0.19074210526462768,-1.3619779426068286,-0.01710664109753855,0.2095116538503016,1.597416888799469,-0.04774541310428626
2018-04-24,-1.1067057687290374,-0.40988853186958063,0.013315002003911003,-1.3636006045190139,-0.23283427588876127,0.7866639453620833,1.8596311065969984,-0.04507286579674563
2018-04-25,-1.1019755491265617,-0.4166300547356249,-0.09657824702584072,-1.3633870851198684,0.3603843671124174,0.3669282727439798,0.7565664884583545,-0.016830279612820576
2018-04-26,-0.5672302555215476,-0.4202787235729457,-0.059902035259181724,-1.3617985791614031,1.3309646076248167,-0.6300856246810204,-0.5040787894143809,-0.004833062209273042
